35	149.687793724185
35.5	149.448428809113
36	149.178424368092
36.5	148.823931499901
37	148.467822493715
37.5	148.089999185766
38	147.712177336425
38.5	147.472902855068
39	147.25360401438
39.5	147.167102707756
40	147.143741637224
40.5	147.225406198724
41	147.420153744507
41.5	147.686572926327
42	148.132387801572
42.5	148.603839176298
43	149.33699405221
43.5	150.070132883431
44	150.928668270202
44.5	151.802203984731
45	152.738863890659
45.5	153.702976263401
46	154.686084092035
46.5	155.688098401452
47	156.656863734672
47.5	157.549701212835
48	158.422916033537
48.5	159.134616239965
49	159.846332491083
49.5	160.355364908659
50	160.844913236563
50.5	161.148242501414
51	161.377764727677
51.5	161.402332067274
52	161.237659566029
52.5	160.996951272713
53	160.597431166302
53.5	160.178012725462
54	159.622622818896
54.5	159.067234370938
55	158.427920518615
55.5	157.782428001533
56	157.176761325474
56.5	156.585437144829
57	156.09517264025
57.5	155.691302963888
58	155.360141994064
58.5	155.168262072199
59	155.010653610951
59.5	155.052248743842
60	155.09382929065
60.5	155.407610942579
61	155.735492960944
61.5	156.188434596343
62	156.682055358621
62.5	157.207629852927
63	157.758457232731
63.5	158.30821545265
64	158.856081857605
64.5	159.387026947671
65	159.832980390705
65.5	160.278933833739
66	160.540240593467
66.5	160.795810646752
67	160.921970054444
67.5	161.010272742317
68	161.003299136035
68.5	160.926608428838
69	160.784000295347
69.5	160.534457211558
70	160.257403316623
70.5	159.859347652944
71	159.461291989266
71.5	158.989047131625
72	158.515979618902
72.5	158.001896040784
73	157.47710044331
73.5	156.936054490766
74	156.384020841899
74.5	155.844577899876
75	155.323993304565
75.5	154.818973518423
76	154.37452973498
76.5	153.931003416157
77	153.595554137931
77.5	153.260104859706
78	153.039920643779
78.5	152.846392494535
79	152.821078347489
79.5	152.900607506438
80	153.065189573968
80.5	153.347247953981
81	153.668598324379
81.5	154.126270226495
82	154.588016021592
82.5	155.19291984551
83	155.797825128037
83.5	156.471607353097
84	157.159351376805
84.5	157.802402183593
85	158.419787318734
85.5	158.976154492861
86	159.454563429178
86.5	159.8857003291
87	160.16946819804
87.5	160.438037368495
88	160.396671237107
88.5	160.355289061027
89	160.049777718159
89.5	159.697879714134
90	159.198993375894
90.5	158.62248573836
91	157.9610929322
91.5	157.199374129949
92	156.401064679884
92.5	155.499758521932
93	154.597065227486
93.5	153.675022035332
94	152.752962798487
94.5	151.876391720086
95	151.006641094095
95.5	150.196658401806
96	149.415652422004
96.5	148.700595957878
97	148.057727477128
97.5	147.475162239325
98	147.046649375734
98.5	146.632740098443
99	146.375613710102
99.5	146.118487321762
100	146.015018024785
100.5	145.930744013036
101	145.966907288618
101.5	146.056490634579
102	146.255939274912
102.5	146.566714735135
103	146.908511876683
103.5	147.322513046296
104	147.742510554632
104.5	148.213931298583
105	148.685352042535
105.5	149.165133529262
106	149.64575517437
106.5	150.040209534156
107	150.399829410521
107.5	150.650988632306
108	150.800388046042
108.5	150.87507900126
109	150.790790403428
109.5	150.674914184251
110	150.334963640812
110.5	149.995013097372
111	149.361621194747
111.5	148.705248918355
112	147.904391279591
112.5	147.050418419581
113	146.163317647862
113.5	145.247439992993
114	144.338305484294
114.5	143.442324705245
115	142.567889029395
115.5	141.822863999137
116	141.077837510272
116.5	140.63485962817
117	140.208910997971
117.5	139.996264869739
118	139.854526066794
118.5	139.865771936787
119	140.000003282812
119.5	140.229648032172
