35	65362.3199170629
35.5	65351.8511228053
36	65343.9605158293
36.5	65344.5425318743
37	65345.460523262
37.5	65354.9097536082
38	65364.3628835594
38.5	65375.5074062446
39	65386.9722449211
39.5	65396.8745606224
40	65405.9214614098
40.5	65413.3706818458
41	65418.8628489577
41.5	65423.1675254183
42	65423.9644462572
42.5	65424.515204531
43	65420.9019158492
43.5	65417.2847275625
44	65412.8159630357
44.5	65408.2066299351
45	65403.6401924895
45.5	65399.0933140001
46	65395.0815953646
46.5	65391.6753513354
47	65389.0074122076
47.5	65388.3277232438
48	65387.7613056187
48.5	65388.53080736
49	65389.3042696377
49.5	65390.8784914279
50	65392.5581853468
50.5	65394.4917801096
51	65396.5425458161
51.5	65398.230038945
52	65399.5386610765
52.5	65400.5738234079
53	65400.9253362391
53.5	65401.2026956442
54	65400.7535098942
54.5	65400.3042632128
55	65399.2613016714
55.5	65398.1519249825
56	65396.8355036411
56.5	65395.4370687322
57	65394.1753637233
57.5	65393.0542882194
58	65392.0464840543
58.5	65391.3003799429
59	65390.5972324178
59.5	65390.2769164265
60	65389.9527008302
60.5	65390.0347143977
61	65390.1519462728
61.5	65390.355030389
62	65390.5894332078
62.5	65390.8081766753
63	65391.0074221179
63.5	65391.1753488579
64	65391.2808209866
64.5	65391.3628345541
65	65391.3276771779
65.5	65391.2925198016
66	65391.2730217767
66.5	65391.2573624254
67	65391.3511357392
67.5	65391.4878656392
68	65391.741766483
68.5	65392.0972398505
69	65392.5659845568
69.5	65393.2495731256
70	65393.980078817
70.5	65394.9761232359
71	65395.976128191
71.5	65397.0660068549
72	65398.1636237975
72.5	65399.2496028565
73	65400.3394205891
73.5	65401.3511243592
74	65402.3042731231
74.5	65403.120691987
75	65403.698808427
75.5	65404.2300686759
76	65404.5191268959
76.5	65404.8120847209
77	65404.8511417022
77.5	65404.8823994734
78	65404.7417699684
78.5	65404.5581838771
79	65404.2808244721
79.5	65403.9370499195
80	65403.5894366933
80.5	65403.2300637207
81	65402.8706907482
81.5	65402.5113177756
82	65402.1480451981
82.5	65401.7964714355
83	65401.444897673
83.5	65401.0738258855
84	65400.6987935616
84.5	65400.2847651879
85	65399.8433177165
85.5	65399.3628741952
86	65398.8394131564
86.5	65398.2964540926
87	65397.6792806712
87.5	65397.0621072499
88	65396.3433003735
88.5	65395.6245544284
89	65394.8824108534
89.5	65394.128507532
90	65393.3941022357
90.5	65392.6675570806
91	65391.9644095555
91.5	65391.3003799429
92	65390.6675471703
92.5	65390.1323873165
93	65389.6089262776
93.5	65389.2769114714
94	65388.9448966651
94.5	65388.7535113639
95	65388.5933229025
95.5	65388.5425671063
96	65388.5503663163
